ID,nombre,plataforma,ano_de_lanzamiento,genero,distribuidora,ventas_na,ventas_eu,ventas_jp,ventas_otros
8905,Spirit: Stallion of the Cimarron,GBA,2002-01-01,Platform,THQ,0.21,0.08,0.0,0.01
8906,Spirits & Spells,GC,2003-01-01,Platform,Wanadoo,0.01,0.0,0.0,0.0
8907,Spirits and Demons: 5 Game Pack,PC,2015-01-01,Misc,Focus Multimedia,0.0,0.02,0.0,0.0
8908,Spitfire Heroes: Tales of the Royal Air Force,DS,2008-01-01,Simulation,Destineer,0.05,0.0,0.0,0.0
8909,SplashDown,XB,2002-01-01,Racing,Atari,0.09,0.02,0.0,0.0
8910,SplashDown: Rides Gone Wild,PS2,2003-01-01,Racing,THQ,0.24,0.19,0.0,0.06
8911,Splat Renegade Paintball,XB,2005-01-01,Sports,Take-Two Interactive,0.04,0.01,0.0,0.0
8912,Splatoon,WiiU,2015-01-01,Shooter,Nintendo,1.54,1.18,1.46,0.26
8913,Splatterhouse,X360,2010-01-01,Action,Namco Bandai Games,0.14,0.03,0.0,0.01
8914,Split/Second,X360,2010-01-01,Racing,Disney Interactive Studios,0.32,0.23,0.0,0.06
8915,SpongeBob SquarePants featuring Nicktoons: Globs of Doom,PS2,2008-01-01,Action,THQ,0.29,0.22,0.0,0.07
8916,SpongeBob SquarePants: Battle for Bikini Bottom,GC,2003-01-01,Platform,THQ,0.74,0.19,0.0,0.03
8917,SpongeBob SquarePants: Creature from the Krusty Krab,DS,2006-01-01,Platform,THQ,0.45,0.0,0.0,0.04
8918,SpongeBob SquarePants: Double Pack,GBA,2005-01-01,Platform,THQ,0.23,0.08,0.0,0.01
8919,"SpongeBob SquarePants: Lights, Camera, Pants!",XB,2005-01-01,Misc,THQ,0.19,0.06,0.0,0.01
8920,SpongeBob SquarePants: Plankton's Robotic Revenge,WiiU,2013-01-01,Shooter,Activision,0.0,0.05,0.0,0.0
8921,SpongeBob SquarePants: Revenge of the Flying Dutchman,GBA,2002-01-01,Platform,THQ,0.92,0.23,0.0,0.04
8922,SpongeBob SquarePants: SuperSponge,PS,2001-01-01,Action,THQ,1.12,0.58,0.0,0.08
8923,SpongeBob SquarePants: The Yellow Avenger,DS,2005-01-01,Action,THQ,0.31,0.0,0.0,0.02
8924,SpongeBob SquigglePants,Wii,2011-01-01,Misc,THQ,0.35,0.02,0.0,0.03
8925,SpongeBob SquigglePants 3D,3DS,2011-01-01,Misc,THQ,0.13,0.05,0.0,0.02
8926,SpongeBob vs The Big One: Beach Party Cook Off,DS,2009-01-01,Adventure,THQ,0.24,0.11,0.0,0.04
8927,SpongeBob's Atlantis SquarePantis,DS,2007-01-01,Action,THQ,1.49,0.0,0.0,0.11
8928,SpongeBob's Boating Bash,Wii,2010-01-01,Misc,THQ,0.24,0.07,0.0,0.03
8929,SpongeBob's Surf & Skate Roadtrip,DS,2011-01-01,Action,THQ,0.1,0.01,0.0,0.01
8930,SpongeBob's Truth or Square,X360,2009-01-01,Action,THQ,0.03,0.04,0.0,0.0
8931,SpongeBob's Truth or Square (US sales),Wii,2009-01-01,Action,THQ,0.38,0.01,0.0,0.0
8932,SpongeBob: HeroPants,3DS,2015-01-01,Platform,Activision,0.03,0.0,0.0,0.0
8933,Spongebob Squarepants / Fairly Odd Parents Double Pack,GBA,2005-01-01,Action,THQ,0.11,0.04,0.0,0.0
8934,Spore,PC,2008-01-01,Strategy,Electronic Arts,0.03,1.06,0.0,0.08
8935,Spore Creatures,DS,2008-01-01,Simulation,Electronic Arts,0.66,0.3,0.0,0.1
8936,Spore Hero,Wii,2009-01-01,Simulation,Electronic Arts,0.35,0.02,0.0,0.03
8937,Spore Hero Arena,DS,2009-01-01,Simulation,Electronic Arts,0.18,0.0,0.0,0.01
8938,Sports Car GT,PS,1999-01-01,Racing,Electronic Arts,0.12,0.08,0.0,0.01
8939,Sports Champions,PS3,2010-01-01,Sports,Sony Computer Entertainment,2.13,1.12,0.1,0.5
8940,Sports Collection,DS,2010-01-01,Sports,Ubisoft,0.06,0.01,0.0,0.01
8941,Sports Illustrated for Kids: Baseball,GBA,2001-01-01,Sports,BAM! Entertainment,0.12,0.05,0.0,0.0
8942,Sports Illustrated for Kids: Football,GBA,2003-01-01,Sports,BAM! Entertainment,0.13,0.05,0.0,0.0
8943,Spot Goes to Hollywood,PS,1996-01-01,Platform,Virgin Interactive,0.04,0.03,0.0,0.0
8944,Sprint Cars: Road to Knoxville,PS2,2005-01-01,Racing,THQ,0.03,0.03,0.0,0.01
8945,Sprung - A Game Where Everyone Scores,DS,2004-01-01,Adventure,Ubisoft,0.06,0.0,0.0,0.0
8946,Spy Fiction,PS2,2003-01-01,Action,Sega,0.02,0.02,0.0,0.01
8947,Spy Fox in Dry Cereal,Wii,2008-01-01,Adventure,Majesco Entertainment,0.06,0.0,0.0,0.0
8948,Spy Games: Elevator Mission,Wii,2007-01-01,Shooter,Tommo,0.06,0.0,0.0,0.0
8949,Spy Hunter,PS2,2001-01-01,Racing,Midway Games,1.13,0.32,0.0,0.22
8950,Spy Hunter / Super Sprint,GBA,2005-01-01,Racing,Zoo Digital Publishing,0.02,0.01,0.0,0.0
8951,Spy Hunter 2,XB,2003-01-01,Racing,Midway Games,0.1,0.03,0.0,0.0
8952,Spy Hunter: Nowhere To Run,PS2,2006-01-01,Racing,Midway Games,0.01,0.01,0.0,0.0
8953,Spy Kids 3-D: Game Over,GBA,2003-01-01,Platform,Disney Interactive Studios,0.24,0.09,0.0,0.01
8954,Spy Kids Challenger,GBA,2002-01-01,Platform,Disney Interactive Studios,0.18,0.07,0.0,0.0
8955,Spy vs Spy,XB,2005-01-01,Action,Global Star,0.08,0.02,0.0,0.0
8956,Spyborgs,Wii,2009-01-01,Action,Capcom,0.09,0.01,0.0,0.01
8957,Spyro 2: Ripto's Rage!,PS,1999-01-01,Platform,Sony Computer Entertainment,2.14,1.21,0.01,0.17
8958,Spyro 2: Season of Flame,GBA,2002-01-01,Platform,Vivendi Games,0.85,0.65,0.0,0.08
8959,Spyro Orange: The Cortex Conspiracy,GBA,2004-01-01,Action,Vivendi Games,0.41,0.15,0.0,0.01
8960,Spyro the Dragon,PS,1998-01-01,Platform,Sony Computer Entertainment,3.36,1.36,0.07,0.21
8961,Spyro: A Hero's Tail,XB,2004-01-01,Platform,Vivendi Games,0.11,0.03,0.0,0.01
8962,Spyro: Attack of the Rhynocs,GBA,2003-01-01,Platform,Universal Interactive,0.22,0.08,0.0,0.01
8963,Spyro: Enter the Dragonfly,GC,2002-01-01,Platform,Universal Interactive,0.55,0.14,0.0,0.02
8964,Spyro: Season of Ice,GBA,2001-01-01,Platform,Vivendi Games,1.29,0.83,0.0,0.11
8965,Spyro: Shadow Legacy,DS,2005-01-01,Action,Vivendi Games,0.14,0.01,0.0,0.01
8966,Spyro: Year of the Dragon,PS,2000-01-01,Platform,Sony Computer Entertainment,1.93,1.58,0.0,0.19
8967,Squeeballs Party,DS,2009-01-01,Puzzle,Performance Designed Products,0.15,0.0,0.0,0.01
8968,Squinkies,DS,2011-01-01,Misc,Activision,0.26,0.02,0.0,0.02
8969,Squinkies 2: Adventure Mall Surprize!,DS,2011-01-01,Platform,Activision,0.09,0.0,0.0,0.01
8970,Squishy Tank,DS,2010-01-01,Puzzle,Natsume,0.07,0.0,0.0,0.0
8971,Stacked with Daniel Negreanu,PS2,2006-01-01,Misc,Myelin Media,0.04,0.03,0.0,0.01
8972,Stadium Games,GBA,2003-01-01,Sports,Ignition Entertainment,0.03,0.01,0.0,0.0
8973,Stake: Fortune Fighters,XB,2003-01-01,Fighting,Metro 3D,0.02,0.01,0.0,0.0
8974,Star Driver: Kagayaki no Takuto - Ginga Bishounen Densetsu,PSP,2011-01-01,Adventure,Namco Bandai Games,0.0,0.0,0.05,0.0
8975,Star Fighter,PS,1995-01-01,Shooter,Telstar,0.04,0.02,0.0,0.0
8976,Star Fox,SNES,1993-01-01,Shooter,Nintendo,1.61,0.51,0.8,0.07
8977,Star Fox 64,N64,1997-01-01,Shooter,Nintendo,2.78,0.58,0.64,0.04
8978,Star Fox 64 3D,3DS,2011-01-01,Shooter,Nintendo,0.48,0.27,0.13,0.06
8979,Star Fox Adventures,GC,2002-01-01,Adventure,Nintendo,0.96,0.53,0.3,0.09
8980,Star Fox Command,DS,2006-01-01,Shooter,Nintendo,0.38,0.01,0.1,0.04
8981,Star Fox: Assault,GC,2005-01-01,Shooter,Nintendo,0.68,0.18,0.19,0.03
8982,Star Fox: Zero,WiiU,2016-01-01,Shooter,Nintendo,0.17,0.1,0.07,0.03
8983,Star Gladiator Episode: I Final Crusade,PS,1996-01-01,Fighting,Virgin Interactive,0.07,0.05,0.15,0.02
8984,Star Ocean,SNES,1996-01-01,Role-Playing,Enix Corporation,0.0,0.0,0.23,0.0
8985,Star Ocean 5: Integrity and Faithlessness,PS4,2016-01-01,Role-Playing,Square Enix,0.07,0.09,0.15,0.03
8986,Star Ocean: Blue Sphere,GB,2001-01-01,Role-Playing,Enix Corporation,0.0,0.0,0.14,0.0
8987,Star Ocean: First Departure,PSP,2007-01-01,Role-Playing,Square Enix,0.2,0.13,0.22,0.09
8988,Star Ocean: Second Evolution,PSP,2008-01-01,Role-Playing,Square Enix,0.14,0.01,0.16,0.02
8989,Star Ocean: The Last Hope,X360,2009-01-01,Role-Playing,Square Enix,0.32,0.2,0.21,0.06
8990,Star Ocean: The Last Hope International,PS3,2010-01-01,Role-Playing,Square Enix,0.28,0.15,0.22,0.07
8991,Star Ocean: The Second Story,PS,1998-01-01,Role-Playing,Sony Computer Entertainment,0.26,0.1,0.72,0.02
8992,Star Ocean: Till The End of Time,PS2,2003-01-01,Role-Playing,Ubisoft,0.8,0.21,0.55,0.15
8993,Star Soldier,NES,1986-01-01,Shooter,Hudson Soft,0.32,0.06,0.57,0.01
8994,Star Soldier: Vanishing Earth,N64,1998-01-01,Shooter,Hudson Entertainment,0.05,0.01,0.0,0.0
8995,Star Trek Online,PC,2010-01-01,Role-Playing,Atari,0.0,0.02,0.0,0.0
8996,Star Trek: Conquest,Wii,2007-01-01,Strategy,Bethesda Softworks,0.11,0.01,0.0,0.01
8997,Star Trek: Invasion,PS,2000-01-01,Simulation,Activision,0.15,0.1,0.0,0.02
8998,Star Trek: Legacy,PC,2006-01-01,Simulation,Ubisoft,0.0,0.01,0.0,0.0
8999,Star Trek: Shattered Universe,PS2,2004-01-01,Simulation,Global Star,0.05,0.04,0.0,0.01
9000,Star Trek: Tactical Assault,DS,2006-01-01,Strategy,Ubisoft,0.05,0.01,0.0,0.0
9001,Star Trek: The Game,PC,2013-01-01,Action,Namco Bandai Games,0.0,0.02,0.0,0.0
9002,Star Trek: Voyager Elite Force,PS2,2001-01-01,Shooter,Codemasters,0.07,0.06,0.0,0.02
9003,Star Wars Battlefront (2015),PS4,2015-01-01,Shooter,Electronic Arts,2.99,3.49,0.22,1.28
9004,Star Wars Battlefront: Elite Squadron,PSP,2009-01-01,Shooter,LucasArts,0.38,0.23,0.0,0.15
9005,Star Wars Battlefront: Renegade Squadron,PSP,2007-01-01,Shooter,LucasArts,0.9,0.46,0.0,0.32
9006,Star Wars Episode 1: Jedi Power Battles,PS,1999-01-01,Action,LucasArts,0.66,0.48,0.01,0.06
9007,Star Wars Episode I Racer,N64,1999-01-01,Racing,Nintendo,2.31,0.62,0.14,0.04
9008,Star Wars Episode I: Battle for Naboo,N64,2000-01-01,Simulation,LucasArts,0.21,0.05,0.0,0.0
9009,Star Wars Episode I: The Phantom Menace,PS,1999-01-01,Adventure,LucasArts,0.72,0.89,0.04,0.1
9010,Star Wars Episode II: Attack of the Clones,GBA,2002-01-01,Action,THQ,0.55,0.2,0.0,0.01
9011,Star Wars Episode III: Revenge of the Sith,GBA,2005-01-01,Action,Ubisoft,0.52,0.19,0.0,0.01
9012,Star Wars Jedi Knight II: Jedi Outcast,GC,2002-01-01,Shooter,Activision,0.18,0.05,0.0,0.01
9013,Star Wars Jedi Knight: Jedi Academy,PC,2003-01-01,Shooter,Activision,0.0,0.03,0.0,0.0
9014,Star Wars Knights of the Old Republic II: The Sith Lords,XB,2004-01-01,Role-Playing,Activision,0.99,0.33,0.0,0.05
9015,Star Wars Racer Revenge,PS2,2002-01-01,Racing,LucasArts,0.15,0.12,0.0,0.04
9016,Star Wars Rogue Leader: Rogue Squadron II,GC,2001-01-01,Simulation,LucasArts,1.03,0.75,0.03,0.09
9017,Star Wars Rogue Squadron III: Rebel Strike,GC,2003-01-01,Simulation,LucasArts,0.62,0.16,0.0,0.02
9018,Star Wars Starfighter: Special Edition,XB,2001-01-01,Simulation,LucasArts,0.3,0.1,0.0,0.02
9019,Star Wars The Clone Wars: Jedi Alliance,DS,2008-01-01,Action,LucasArts,0.61,0.11,0.0,0.06
9020,Star Wars The Clone Wars: Lightsaber Duels,Wii,2008-01-01,Action,LucasArts,1.21,0.3,0.0,0.14
9021,Star Wars The Clone Wars: Republic Heroes,Wii,2009-01-01,Action,LucasArts,0.43,0.29,0.0,0.07
9022,Star Wars Trilogy: Apprentice of the Force,GBA,2004-01-01,Action,Ubisoft,0.3,0.11,0.0,0.01
9023,Star Wars: Battlefront,XB,2004-01-01,Shooter,Activision,1.24,0.45,0.0,0.07
9024,Star Wars: Battlefront II,PSP,2005-01-01,Shooter,LucasArts,1.05,0.05,0.01,0.1
9025,Star Wars: Bounty Hunter,GC,2002-01-01,Shooter,LucasArts,0.2,0.05,0.0,0.01
9026,Star Wars: Clone Wars,PS2,2002-01-01,Shooter,LucasArts,0.24,0.19,0.0,0.06
9027,Star Wars: Dark Forces,PC,1994-01-01,Shooter,LucasArts,1.09,0.77,0.0,0.09
9028,Star Wars: Demolition,PS,2000-01-01,Racing,Activision,0.25,0.17,0.0,0.03
9029,Star Wars: Empire at War,PC,2006-01-01,Strategy,LucasArts,0.01,0.06,0.0,0.01
9030,Star Wars: Empire at War - Forces of Corruption,PC,2006-01-01,Strategy,LucasArts,0.0,0.02,0.0,0.0
9031,Star Wars: Empire at War - Gold Pack,PC,2007-01-01,Strategy,LucasArts,0.01,0.06,0.0,0.01
9032,Star Wars: Flight of the Falcon,GBA,2003-01-01,Action,THQ,0.25,0.09,0.0,0.01
9033,Star Wars: Jedi Power Battles,GBA,2002-01-01,Action,THQ,0.1,0.04,0.0,0.0
9034,Star Wars: Jedi Starfighter,PS2,2002-01-01,Simulation,Activision,0.24,0.19,0.0,0.06
9035,Star Wars: Knights of the Old Republic,PC,2003-01-01,Role-Playing,LucasArts,0.01,0.1,0.0,0.02
9036,Star Wars: Lethal Alliance,PSP,2006-01-01,Action,Ubisoft,0.11,0.01,0.0,0.01
9037,Star Wars: Masters of Teras Kasi,PS,1997-01-01,Action,LucasArts,0.38,0.26,0.0,0.04
9038,Star Wars: Obi-Wan,XB,2001-01-01,Action,Activision,0.52,0.16,0.0,0.02
9039,Star Wars: Rebel Assault II - The Hidden Empire,PS,1996-01-01,Shooter,CTO SpA,0.49,0.33,0.0,0.06
9040,Star Wars: Republic Commando,XB,2005-01-01,Shooter,Activision,0.48,0.17,0.0,0.02
9041,Star Wars: Rogue Squadron,N64,1998-01-01,Simulation,Nintendo,1.6,0.46,0.08,0.03
9042,Star Wars: Shadows of the Empire,N64,1996-01-01,Action,Nintendo,2.0,0.5,0.12,0.03
9043,Star Wars: Starfighter,PS2,2001-01-01,Simulation,Activision,0.61,0.87,0.02,0.26
9044,Star Wars: Super Bombad Racing,PS2,2001-01-01,Racing,LucasArts,0.08,0.06,0.0,0.02
9045,Star Wars: The Clone Wars & Tetris Worlds,XB,2002-01-01,Misc,Microsoft Game Studios,0.14,0.04,0.0,0.01
9046,Star Wars: The Force Unleashed,DS,2008-01-01,Action,LucasArts,0.5,0.28,0.0,0.09
9047,Star Wars: The Force Unleashed II,Wii,2010-01-01,Action,LucasArts,0.52,0.18,0.0,0.06
9048,Star Wars: The Old Republic,PC,2011-01-01,Role-Playing,Electronic Arts,1.58,1.01,0.0,0.38
9049,Star X,GBA,2002-01-01,Shooter,BAM! Entertainment,0.03,0.01,0.0,0.0
9050,StarBlade α,PS,1995-01-01,Shooter,Sony Computer Entertainment,0.0,0.0,0.15,0.01
9051,StarCraft,PC,1998-01-01,Strategy,Activision,0.0,0.04,0.0,0.01
9052,StarCraft II: Heart of the Swarm,PC,2013-01-01,Strategy,Activision,0.83,0.66,0.0,0.18
9053,StarCraft II: Legacy of the Void,PC,2015-01-01,Strategy,Activision,0.19,0.29,0.0,0.04
9054,StarCraft II: Wings of Liberty,PC,2010-01-01,Strategy,Activision,2.57,1.68,0.0,0.58
9055,Starcraft 64,N64,2000-01-01,Strategy,Nintendo,0.13,0.03,0.0,0.0
9056,Starhawk,PS3,2012-01-01,Action,Sony Computer Entertainment,0.18,0.05,0.03,0.03
9057,Starry ? Sky: After Autumn,PSP,2011-01-01,Misc,Aqua Plus,0.0,0.0,0.01,0.0
9058,Starry ? Sky: After Spring,PSP,2009-01-01,Misc,Aqua Plus,0.0,0.0,0.04,0.0
9059,Starry ? Sky: After Summer,PSP,2013-01-01,Misc,Asgard,0.0,0.0,0.02,0.0
9060,Starry ? Sky: In Autumn,PSP,2010-01-01,Misc,Asgard,0.0,0.0,0.03,0.0
9061,Starry ? Sky: In Spring,PSP,2010-01-01,Misc,Asgard,0.0,0.0,0.05,0.0
9062,Starry ? Sky: In Summer,PSP,2010-01-01,Misc,Asgard,0.0,0.0,0.06,0.0
9063,Starry ? Sky: In Winter,PSP,2011-01-01,Misc,Asgard,0.0,0.0,0.03,0.0
9064,Starship Troopers,PC,2005-01-01,Shooter,Empire Interactive,0.0,0.02,0.0,0.0
9065,Starshot: Space Circus Fever,N64,1998-01-01,Platform,Infogrames,0.02,0.01,0.0,0.0
9066,Starsky & Hutch,GC,2003-01-01,Racing,BAM! Entertainment,0.08,0.02,0.0,0.0
9067,Start the Party!,PS3,2010-01-01,Misc,Sony Computer Entertainment,0.07,0.41,0.0,0.13
9068,Start the Party! Save the World,PS3,2011-01-01,Misc,Sony Computer Entertainment,0.0,0.08,0.0,0.02
9069,Starwinder: The Ultimate Space Race,PS,1996-01-01,Racing,Mindscape,0.03,0.02,0.0,0.0
9070,State of Decay,XOne,2015-01-01,Strategy,Microsoft Game Studios,0.14,0.05,0.0,0.02
9071,State of Emergency,XB,2003-01-01,Action,Take-Two Interactive,0.13,0.04,0.0,0.01
9072,State of Emergency 2,PS2,2006-01-01,Shooter,SouthPeak Games,0.04,0.03,0.0,0.01
9073,Steambot Chronicles,PS2,2005-01-01,Role-Playing,505 Games,0.02,0.01,0.0,0.0
9074,Steambot Chronicles: Battle Tournament,PSP,2008-01-01,Fighting,Irem Software Engineering,0.05,0.0,0.01,0.01
9075,Steel Battalion,XB,2002-01-01,Simulation,Microsoft Game Studios,0.05,0.02,0.02,0.0
9076,Steel Battalion: Heavy Armor,X360,2012-01-01,Misc,Capcom,0.08,0.02,0.02,0.01
9077,Steel Battalion: Line of Contact,XB,2004-01-01,Simulation,Capcom,0.02,0.01,0.0,0.0
9078,Steel Diver,3DS,2011-01-01,Action,Nintendo,0.31,0.09,0.05,0.03
9079,Steins;Gate,PSV,2013-01-01,Adventure,PQube,0.04,0.04,0.0,0.02
9080,Steins;Gate 0,PS4,2015-01-01,Adventure,PQube,0.0,0.0,0.05,0.0
9081,Steins;Gate: Hiyoku Renri no Darling,PS3,2012-01-01,Adventure,5pb,0.0,0.0,0.02,0.0
9082,Steins;Gate: Senkei Kousoku no Phonogram,PS3,2013-01-01,Adventure,5pb,0.0,0.0,0.06,0.0
9083,Stella Deus: The Gate of Eternity,PS2,2004-01-01,Strategy,505 Games,0.04,0.03,0.0,0.01
9084,Stella Glow,3DS,2015-01-01,Role-Playing,Atlus,0.16,0.01,0.05,0.02
9085,Stellaris,PC,2016-01-01,Strategy,Paradox Interactive,0.0,0.04,0.0,0.0
9086,Still Life,XB,2005-01-01,Adventure,Microids,0.05,0.02,0.0,0.0
9087,Still Life 2,PC,2009-01-01,Adventure,Rondomedia,0.0,0.01,0.0,0.0
9088,StokEd,X360,2009-01-01,Sports,Zushi Games,0.18,0.01,0.0,0.01
9089,Stoked: Big Air Edition,X360,2009-01-01,Sports,Namco Bandai Games,0.02,0.02,0.0,0.0
9090,Stolen,PS2,2005-01-01,Action,Hip Interactive,0.02,0.01,0.0,0.0
9091,Stolen Song,PS,1998-01-01,Adventure,Sony Computer Entertainment,0.0,0.0,0.11,0.01
9092,Storm Lover 2nd,PSP,2013-01-01,Misc,D3Publisher,0.0,0.0,0.02,0.0
9093,Storm Lover 2nd V,PSV,2016-01-01,Adventure,D3Publisher,0.0,0.0,0.02,0.0
9094,Storm Lover Kai!!,PSP,2012-01-01,Action,D3Publisher,0.0,0.0,0.02,0.0
9095,StormLover,PSP,2010-01-01,Adventure,D3Publisher,0.0,0.0,0.03,0.0
9096,StormLover Karen!!,PSP,2011-01-01,Adventure,D3Publisher,0.0,0.0,0.02,0.0
9097,Stormrise,PS3,2009-01-01,Strategy,Sega,0.13,0.02,0.0,0.02
9098,Story Hour: Adventures,Wii,2008-01-01,Adventure,Zoo Digital Publishing,0.03,0.0,0.0,0.0
9099,Story Hour: Fairy Tales,Wii,2008-01-01,Adventure,Zoo Digital Publishing,0.04,0.0,0.0,0.0
9100,Story of Seasons,3DS,2014-01-01,Simulation,Nintendo,0.0,0.14,0.27,0.01
9101,Story of Seasons: Good Friends of the Three Villages,3DS,2016-01-01,Simulation,Marvelous Interactive,0.0,0.0,0.2,0.0
9102,Storybook Workshop,Wii,2009-01-01,Misc,Konami Digital Entertainment,0.06,0.0,0.0,0.01
9103,Stranger of Sword City,PSV,2015-01-01,Role-Playing,Nippon Ichi Software,0.02,0.0,0.0,0.01
9104,Stranglehold,PS3,2007-01-01,Shooter,Midway Games,0.24,0.02,0.0,0.03
9105,Strawberry Nauts,PSV,2016-01-01,Adventure,Unknown,0.0,0.0,0.01,0.0
9106,Strawberry Shortcake: Strawberryland Games,DS,2006-01-01,Action,Game Factory,0.05,0.0,0.0,0.0
9107,Strawberry Shortcake: Summertime Adventure,GBA,2004-01-01,Adventure,Majesco Entertainment,0.47,0.18,0.0,0.01
9108,Streak: Hoverboard Racing,PS,1998-01-01,Racing,GT Interactive,0.09,0.06,0.0,0.01
9109,Street Fighter Alpha 2,SNES,1996-01-01,Fighting,Nintendo,0.0,0.0,0.17,0.0
9110,Street Fighter Alpha 3,PS,1998-01-01,Fighting,Virgin Interactive,0.38,0.12,0.51,0.02
9111,Street Fighter Alpha 3 MAX,PSP,2006-01-01,Fighting,Capcom,0.27,0.01,0.02,0.03
9112,Street Fighter Alpha: Warriors' Dreams,PS,1995-01-01,Fighting,Virgin Interactive,0.17,0.11,0.43,0.05
9113,Street Fighter Anniversary Collection,PS2,2004-01-01,Fighting,Capcom,0.32,0.25,0.0,0.08
9114,Street Fighter Collection,SAT,1996-01-01,Fighting,Capcom,0.0,0.0,0.11,0.0
9115,Street Fighter EX Plus Alpha,PS,1997-01-01,Fighting,Virgin Interactive,0.28,0.19,0.23,0.05
9116,Street Fighter EX2 Plus,PS,1998-01-01,Fighting,Virgin Interactive,0.13,0.09,0.0,0.02
9117,Street Fighter EX3,PS2,2000-01-01,Fighting,Virgin Interactive,0.32,0.25,0.2,0.08
9118,Street Fighter II Turbo,SNES,1992-01-01,Fighting,Capcom,1.42,0.51,2.1,0.07
9119,Street Fighter II': Special Champion Edition,GEN,1992-01-01,Fighting,Sega,1.0,0.3,0.31,0.04
9120,Street Fighter II': Special Champion Edition (JP weekly sales),GEN,1993-01-01,Action,Capcom,0.0,0.0,0.07,0.0
9121,Street Fighter II: The World Warrior,SNES,1992-01-01,Fighting,Capcom,2.47,0.83,2.87,0.12
9122,Street Fighter IV,PS3,2009-01-01,Fighting,Capcom,2.03,1.04,0.58,0.52
9123,Street Fighter V,PC,2016-01-01,Fighting,Capcom,0.0,0.05,0.0,0.0
9124,Street Fighter X Tekken,PSV,2012-01-01,Fighting,Capcom,0.1,0.04,0.01,0.03
9125,Street Fighter: The Movie,PS,1995-01-01,Fighting,Acclaim Entertainment,0.1,0.07,0.0,0.01
9126,Street Hoops,XB,2002-01-01,Sports,Activision,0.21,0.06,0.0,0.01
9127,Street Jam Basketball,GBA,2004-01-01,Sports,Zoo Digital Publishing,0.02,0.01,0.0,0.0
9128,Street Racer,PS,1996-01-01,Racing,Ubisoft,0.09,0.06,0.0,0.01
9129,Street Sk8er,PS,1998-01-01,Sports,Electronic Arts,0.37,0.25,0.0,0.04
9130,Street Supremacy,PSP,2005-01-01,Racing,Konami Digital Entertainment,0.03,0.0,0.0,0.0
9131,Streets of Rage,GEN,1990-01-01,Action,Sega,1.86,0.55,0.11,0.08
9132,Streets of Rage 3,GEN,1993-01-01,Action,Sega,0.0,0.0,0.07,0.0
9133,Stretch Panic,PS2,2001-01-01,Platform,Midas Interactive Entertainment,0.02,0.02,0.0,0.01
9134,Strider (2014),PS3,2014-01-01,Platform,Capcom,0.0,0.0,0.01,0.0
9135,Strider 2,PS,2000-01-01,Platform,Virgin Interactive,0.05,0.03,0.0,0.01
9136,Strike Force Bowling,GC,2005-01-01,Sports,Crave Entertainment,0.05,0.01,0.0,0.0
9137,Strike Point,PS,1996-01-01,Simulation,Elite,0.04,0.03,0.0,0.0
9138,Strike Witches 2: Iyasu Naosu Punipunisuru,DS,2010-01-01,Action,Kadokawa Shoten,0.0,0.0,0.02,0.0
9139,Strike Witches: Anata to Dekiru Koto - A Little Peaceful Days,PS2,2010-01-01,Action,Russel,0.0,0.0,0.02,0.0
9140,Strike Witches: Aoi no Dengekisen - Shin Taichou Funtousuru!,DS,2009-01-01,Action,Russel,0.0,0.0,0.03,0.0
9141,Strike Witches: Shirogane no Tsubasa,X360,2010-01-01,Strategy,CyberFront,0.0,0.0,0.02,0.0
9142,Striker 96,PS,1995-01-01,Sports,Time Warner Interactive,0.04,0.03,0.0,0.01
9143,Strikers 1945,SAT,1996-01-01,Shooter,Atlus,0.0,0.0,0.05,0.0
9144,Strongest Tokyo University Shogi DS,DS,1985-01-01,Action,Mycom,0.0,0.0,0.02,0.0
9145,Stronghold,PC,2001-01-01,Strategy,Gathering of Developers,0.0,0.09,0.0,0.02
9146,Stronghold 2 Deluxe,PC,2005-01-01,Strategy,Take-Two Interactive,0.0,0.02,0.0,0.0
9147,Stronghold Crusader Extreme,PC,2008-01-01,Strategy,Gamecock,0.0,0.02,0.0,0.0
9148,Stronghold Kingdoms,PC,2011-01-01,Strategy,DTP Entertainment,0.0,0.1,0.0,0.01
9149,Stronghold Legends,PC,2006-01-01,Strategy,Take-Two Interactive,0.0,0.01,0.0,0.0
9150,Stuart Little 2,GBA,2002-01-01,Platform,Activision,0.33,0.12,0.0,0.01
9151,Stuart Little 3: Big Photo Adventure,PS2,2005-01-01,Platform,Sony Computer Entertainment,0.04,0.03,0.0,0.01
9152,Stubbs the Zombie in Rebel Without a Pulse,XB,2005-01-01,Action,THQ,0.08,0.02,0.0,0.0
9153,Stunt GP,PS2,2001-01-01,Racing,Titus,0.02,0.02,0.0,0.01
9154,Stunt Race FX,SNES,1993-01-01,Racing,Nintendo,0.0,0.0,0.35,0.0
9155,Stuntman,PS2,2002-01-01,Racing,Atari,0.76,0.59,0.0,0.2
9156,Stuntman: Ignition,PS3,2007-01-01,Racing,THQ,0.17,0.26,0.0,0.1
9157,Style Book: Cinnamoroll,DS,2006-01-01,Misc,Namco Bandai Games,0.0,0.0,0.01,0.0
9158,Style Book: Junior City,DS,2006-01-01,Misc,Namco Bandai Games,0.0,0.0,0.02,0.0
9159,Style Lab: Jewelry Design,DS,2009-01-01,Simulation,Ubisoft,0.3,0.0,0.0,0.02
